x,y,reading
62,21,0.236858
63,20,0.25923775000000004
63,21,0.25204275
63,22,0.24484775000000003
63,23,0.23765275000000002
63,24,0.23045775000000002
64,19,0.28161749999999997
64,20,0.2744225
64,21,0.2672275
64,22,0.2600325
64,23,0.25283750000000005
64,24,0.2456425
64,25,0.23844749999999998
64,26,0.2312525
64,27,0.22405749999999997
64,28,0.2168625
65,18,0.30399725
65,19,0.29680225
65,20,0.28960725
65,21,0.28241225000000003
65,22,0.27521724999999997
65,23,0.26802225
65,24,0.26082725
65,25,0.25363225
65,26,0.24643725
65,27,0.23924225
65,28,0.23204724999999998
65,29,0.22485224999999998
65,30,0.21765725000000002
65,31,0.21046225000000002
66,17,0.32637700000000003
66,18,0.31918199999999997
66,19,0.311987
66,20,0.304792
66,21,0.297597
66,22,0.29040199999999994
66,23,0.283207
66,24,0.276012
66,25,0.268817
66,26,0.261622
66,27,0.25442699999999996
66,28,0.247232
66,29,0.240037
66,30,0.232842
66,31,0.225647
66,32,0.21845199999999998
66,33,0.21125699999999997
66,34,0.20406199999999997
66,35,0.196867
67,16,0.34875675
67,17,0.34156174999999994
67,18,0.33436675
67,19,0.32717175
67,20,0.31997675000000003
67,21,0.31278174999999997
67,22,0.30558674999999996
67,23,0.29839175
67,24,0.29119675
67,25,0.28400175
67,26,0.27680675
67,27,0.26961175
67,28,0.26241675
67,29,0.25522174999999997
67,30,0.24802675
67,31,0.24083175
67,32,0.23899310975609753
67,33,0.24251082926829265
67,34,0.24602854878048777
67,35,0.2495462682926829
68,14,0.3783315
68,15,0.37113650000000004
68,16,0.3639415
68,17,0.3567465
68,18,0.34955149999999996
68,19,0.34235649999999995
68,20,0.3351615
68,21,0.3279665
68,22,0.3207715
68,23,0.3135765
68,24,0.30638150000000003
68,25,0.29918649999999997
68,26,0.29199149999999996
68,27,0.28479650000000006
68,28,0.27760149999999995
68,29,0.2811192195121951
68,30,0.28463693902439025
68,31,0.2881546585365854
68,32,0.29167237804878043
68,33,0.2951900975609756
68,34,0.29870781707317073
68,35,0.30222553658536583
68,36,0.305743256097561
69,13,0.40071124999999996
69,14,0.39351625
69,15,0.38632124999999995
69,16,0.37912624999999994
69,17,0.37193124999999994
69,18,0.36473625
69,19,0.35754125
69,20,0.35034625
69,21,0.34315125
69,22,0.33595624999999996
69,23,0.32876125
69,24,0.32156624999999994
69,25,0.3197276097560975
69,26,0.32324532926829264
69,27,0.3267630487804878
69,28,0.33028076829268294
69,29,0.33379848780487803
69,30,0.3373162073170732
69,31,0.3408339268292683
69,32,0.3443516463414633
69,33,0.3478693658536585
69,34,0.3513870853658536
69,35,0.35490480487804876
69,36,0.3584225243902439
70,12,0.423091
70,13,0.41589599999999993
70,14,0.408701
70,15,0.4015059999999999
70,16,0.39431099999999997
70,17,0.387116
70,18,0.379921
70,19,0.37272599999999995
70,20,0.365531
70,21,0.358336
70,22,0.3618537195121951
70,23,0.3653714390243902
70,24,0.3688891585365853
70,25,0.3724068780487805
70,26,0.3759245975609756
70,27,0.3794423170731707
70,28,0.38296003658536587
70,29,0.38647775609756096
70,30,0.3899954756097561
70,31,0.39351319512195126
70,32,0.3970309146341463
70,33,0.4005486341463414
70,34,0.40406635365853655
70,35,0.40758407317073175
70,36,0.4111017926829269
70,37,0.41461951219512194
71,11,0.44547074999999997
71,12,0.43827574999999996
71,13,0.43108074999999996
71,14,0.42388574999999995
71,15,0.41669074999999994
71,16,0.40949575
71,17,0.40230075
71,18,0.40046210975609753
71,19,0.4039798292682927
71,20,0.4074975487804877
71,21,0.41101526829268287
71,22,0.414532987804878
71,23,0.41805070731707317
71,24,0.42156842682926826
71,25,0.42508614634146347
71,26,0.4286038658536586
71,27,0.43212158536585366
71,28,0.4356393048780488
71,29,0.43915702439024384
71,30,0.4426747439024391
71,31,0.44619246341463414
71,32,0.4497101829268293
71,33,0.4532279024390244
71,34,0.45674562195121954
71,35,0.4602633414634147
71,36,0.4637810609756098
71,37,0.4672987804878049
71,38,0.4708165
72,10,0.46785049999999995
72,11,0.4606555
72,12,0.4534605
72,13,0.4462654999999999
72,14,0.4390705
72,15,0.44258821951219507
72,16,0.44610593902439016
72,17,0.44962365853658537
72,18,0.4531413780487805
72,19,0.45665909756097556
72,20,0.4601768170731707
72,21,0.46369453658536586
72,22,0.46721225609756095
72,23,0.4707299756097561
72,24,0.4742476951219512
72,25,0.47776541463414635
72,26,0.48128313414634144
72,27,0.48480085365853665
72,28,0.4883185731707317
72,29,0.49183629268292683
72,30,0.495354012195122
72,31,0.49887173170731713
72,32,0.5023894512195122
72,33,0.5059071707317073
72,34,0.5094248902439025
72,35,0.5129426097560975
72,36,0.5164603292682928
72,37,0.5199780487804878
72,38,0.523495768292683
73,9,0.4902302499999999
73,10,0.4830352499999999
73,11,0.4811966097560975
73,12,0.4847143292682926
73,13,0.48823204878048776
73,14,0.4917497682926829
73,15,0.495267487804878
73,16,0.4987852073170731
73,17,0.5023029268292684
73,18,0.5058206463414635
73,19,0.5093383658536585
73,20,0.5128560853658537
73,21,0.5163738048780488
73,22,0.5198915243902439
73,23,0.5234092439024389
73,24,0.5269269634146341
73,25,0.5304446829268292
73,26,0.5339624024390244
73,27,0.5374801219512195
73,28,0.5409978414634147
73,29,0.5445155609756098
73,30,0.548033280487805
73,31,0.551551
73,32,0.5550687195121952
73,33,0.5585864390243902
73,34,0.5621041585365854
73,35,0.5656218780487805
73,36,0.5691395975609757
73,37,0.5726573170731707
73,38,0.576175036585366
73,39,0.579692756097561
74,7,0.519805
74,8,0.523322719512195
74,9,0.5268404390243903
74,10,0.5303581585365853
74,11,0.5338758780487805
74,12,0.5373935975609756
74,13,0.5409113170731707
74,14,0.5444290365853658
74,15,0.5479467560975609
74,16,0.5514644756097561
74,17,0.5549821951219511
74,18,0.5584999146341463
74,19,0.5620176341463414
74,20,0.5655353536585366
74,21,0.5690530731707317
74,22,0.5725707926829269
74,23,0.576088512195122
74,24,0.5796062317073172
74,25,0.5831239512195123
74,26,0.5866416707317074
74,27,0.5901593902439024
74,28,0.5936771097560976
74,29,0.5971948292682927
74,30,0.6007125487804879
74,31,0.604230268292683
74,32,0.607747987804878
74,33,0.6112657073170732
74,34,0.6147834268292682
74,35,0.6183011463414635
74,36,0.6218188658536586
74,37,0.6253365853658537
74,38,0.6288543048780488
74,39,0.632372024390244
75,7,0.6073843264094958
75,8,0.5188095086767895
75,9,0.5259017581344902
75,10,0.5329940075921908
75,11,0.5400862570498914
75,12,0.5471785065075921
75,13,0.5542707559652928
75,14,0.5613630054229934
75,15,0.5684552548806941
75,16,0.5755475043383947
75,17,0.5826397537960954
75,18,0.589732003253796
75,19,0.5968242527114966
75,20,0.6039165021691975
75,21,0.611008751626898
75,22,0.6181010010845986
75,23,0.6251932505422994
75,24,0.6322855
75,25,0.6358032195121952
75,26,0.6393209390243902
75,27,0.6428386585365854
75,28,0.6463563780487804
75,29,0.6498740975609756
75,30,0.6533918170731707
75,31,0.6569095365853659
75,32,0.6604272560975609
75,33,0.6639449756097561
75,34,0.6674626951219512
75,35,0.6709804146341464
75,36,0.6744981341463414
75,37,0.6780158536585366
75,38,0.6815335731707317
75,39,0.6850512926829269
75,40,0.6885690121951219
76,7,0.6949636528189909
76,8,0.5234773768545994
76,9,0.5178140173535791
76,10,0.5249062668112798
76,11,0.5319985162689805
76,12,0.539090765726681
76,13,0.5461830151843817
76,14,0.5532752646420824
76,15,0.560367514099783
76,16,0.5674597635574837
76,17,0.5745520130151843
76,18,0.581644262472885
76,19,0.5887365119305856
76,20,0.5958287613882864
76,21,0.602921010845987
76,22,0.6100132603036876
76,23,0.6171055097613883
76,24,0.6241977592190889
76,25,0.6312900086767896
76,26,0.6383822581344902
76,27,0.6454745075921908
76,28,0.6525667570498915
