Chemical,Monitor,Date Time ,Reading
AGOC-3A,1,4/7/16 1:00,0.0409297
AGOC-3A,1,4/7/16 2:00,0.0536459
AGOC-3A,1,4/7/16 11:00,0.00587959
AGOC-3A,1,4/7/16 12:00,0.0156085
AGOC-3A,1,4/7/16 16:00,0.0809062
AGOC-3A,1,4/7/16 19:00,0.0170091
AGOC-3A,1,4/14/16 2:00,0.00629568
AGOC-3A,1,4/14/16 3:00,0.0929527
AGOC-3A,1,4/14/16 4:00,0.0290141
AGOC-3A,1,4/14/16 7:00,0.060519
AGOC-3A,1,4/14/16 12:00,0.038248
AGOC-3A,1,4/14/16 14:00,0.0419548
AGOC-3A,1,4/14/16 17:00,0.071342
AGOC-3A,1,4/21/16 0:00,0.0828735
AGOC-3A,1,4/21/16 6:00,0.0272427
AGOC-3A,1,4/21/16 9:00,0.0294988
AGOC-3A,1,4/21/16 17:00,0.0684493
AGOC-3A,1,4/28/16 0:00,0.0135736
AGOC-3A,1,4/28/16 4:00,0.0645866
AGOC-3A,1,4/28/16 5:00,0.0287271
AGOC-3A,1,4/28/16 9:00,0.0188246
AGOC-3A,1,4/28/16 11:00,0.015619
AGOC-3A,1,4/28/16 13:00,0.00417156
AGOC-3A,1,8/4/16 10:00,0.0410879
AGOC-3A,1,8/4/16 21:00,0.0203416
AGOC-3A,1,8/11/16 0:00,0.0378601
AGOC-3A,1,8/11/16 5:00,0.0844319
AGOC-3A,1,8/11/16 10:00,0.0380157
AGOC-3A,1,8/11/16 11:00,0.0373026
AGOC-3A,1,8/11/16 16:00,0.0649917
AGOC-3A,1,8/11/16 18:00,0.0669913
AGOC-3A,1,8/11/16 22:00,0.0450096
AGOC-3A,1,8/18/16 2:00,0.0792214
AGOC-3A,1,8/18/16 3:00,0.0832221
AGOC-3A,1,8/18/16 5:00,0.023593
AGOC-3A,1,8/18/16 7:00,0.0871333
AGOC-3A,1,8/18/16 10:00,0.0224929
AGOC-3A,1,8/18/16 16:00,0.0809794
AGOC-3A,1,8/18/16 21:00,0.0308808
AGOC-3A,1,8/18/16 23:00,0.0639272
AGOC-3A,1,8/25/16 0:00,0.0259289
AGOC-3A,1,8/25/16 10:00,0.00545863
AGOC-3A,1,8/25/16 13:00,0.0217844
AGOC-3A,1,8/25/16 17:00,0.0117104
AGOC-3A,1,8/25/16 20:00,0.0628349
AGOC-3A,1,12/1/16 1:00,0.0785864
AGOC-3A,1,12/1/16 7:00,0.0220983
AGOC-3A,1,12/1/16 9:00,0.0916437
AGOC-3A,1,12/1/16 15:00,0.0836356
AGOC-3A,1,12/1/16 18:00,0.0386929
AGOC-3A,1,12/8/16 0:00,0.0177846
AGOC-3A,1,12/8/16 3:00,0.0561143
AGOC-3A,1,12/8/16 8:00,0.0807052
AGOC-3A,1,12/8/16 17:00,0.0930762
AGOC-3A,1,12/15/16 5:00,0.0507313
AGOC-3A,1,12/15/16 7:00,0.0780813
AGOC-3A,1,12/15/16 8:00,0.00311836
AGOC-3A,1,12/15/16 15:00,0.0714734
AGOC-3A,1,12/15/16 23:00,0.0204033
AGOC-3A,1,12/22/16 2:00,0.0160741
AGOC-3A,1,12/22/16 8:00,0.0324724
AGOC-3A,1,12/22/16 11:00,0.00902371
AGOC-3A,1,12/22/16 16:00,0.0357324
AGOC-3A,1,12/22/16 17:00,0.0683028
AGOC-3A,1,12/22/16 18:00,0.0452367
AGOC-3A,1,12/22/16 21:00,0.0712286
AGOC-3A,1,12/29/16 3:00,0.0164861
AGOC-3A,1,12/29/16 6:00,0.0180873
AGOC-3A,1,12/29/16 7:00,0.0309463
AGOC-3A,1,12/29/16 10:00,0.0814721
AGOC-3A,1,12/29/16 11:00,0.0701959
AGOC-3A,1,12/29/16 18:00,0.0160741
AGOC-3A,2,4/7/16 2:00,0.0362537
AGOC-3A,2,4/7/16 5:00,0.0891908
AGOC-3A,2,4/7/16 11:00,0.0441693
AGOC-3A,2,4/7/16 14:00,0.0299108
AGOC-3A,2,4/7/16 16:00,0.0145534
AGOC-3A,2,4/7/16 19:00,0.0428866
AGOC-3A,2,4/7/16 22:00,0.0256812
AGOC-3A,2,4/14/16 0:00,0.0493777
AGOC-3A,2,4/14/16 4:00,0.0117783
AGOC-3A,2,4/14/16 12:00,0.0748399
AGOC-3A,2,4/21/16 5:00,0.00377561
AGOC-3A,2,4/21/16 8:00,0.0822418
AGOC-3A,2,4/28/16 14:00,0.0741005
AGOC-3A,2,4/28/16 21:00,0.0581824
