Chemical,Monitor,Date Time ,Reading
AGOC-3A,3,4/1/16 7:00,4.78659
AGOC-3A,3,4/1/16 20:00,4.42195
AGOC-3A,3,8/26/16 12:00,4.81521
AGOC-3A,3,12/2/16 4:00,4.5333
AGOC-3A,3,12/2/16 8:00,4.05292
AGOC-3A,3,12/9/16 1:00,4.80655
AGOC-3A,3,12/16/16 5:00,3.94249
AGOC-3A,4,4/22/16 13:00,31.85437
AGOC-3A,4,4/22/16 14:00,10.7686
AGOC-3A,5,4/1/16 16:00,6.36965
AGOC-3A,5,4/8/16 6:00,16.20418
AGOC-3A,5,4/8/16 8:00,17.63448
AGOC-3A,5,4/8/16 12:00,31.76478
AGOC-3A,5,4/22/16 11:00,11.32177
AGOC-3A,5,4/22/16 19:00,6.00185
AGOC-3A,5,8/5/16 21:00,6.6081
AGOC-3A,5,8/12/16 6:00,4.36501
AGOC-3A,5,8/12/16 6:00,42.76565
AGOC-3A,5,8/12/16 11:00,26.83651
AGOC-3A,5,8/12/16 12:00,84.63599
AGOC-3A,5,8/12/16 12:00,8.54366
AGOC-3A,5,8/12/16 13:00,13.49685
AGOC-3A,6,4/15/16 6:00,20.90265
AGOC-3A,6,4/15/16 7:00,22.17758
AGOC-3A,6,4/15/16 8:00,38.05422
AGOC-3A,6,4/15/16 9:00,15.66241
AGOC-3A,6,4/15/16 11:00,18.86035
AGOC-3A,6,4/15/16 12:00,45.51334
AGOC-3A,6,4/15/16 13:00,11.64968
AGOC-3A,6,8/12/16 18:00,25.03449
AGOC-3A,6,12/2/16 3:00,8.36642
AGOC-3A,6,12/2/16 4:00,8.85118
AGOC-3A,6,12/2/16 5:00,7.86218
AGOC-3A,6,12/2/16 6:00,5.54996
AGOC-3A,6,12/9/16 7:00,70.82454
AGOC-3A,6,12/9/16 7:00,7.13967
AGOC-3A,6,12/16/16 19:00,74.27616
AGOC-3A,6,12/16/16 19:00,7.97407
AGOC-3A,6,12/23/16 11:00,63.80607
AGOC-3A,6,12/23/16 11:00,6.78088
AGOC-3A,7,4/15/16 21:00,5.23511
AGOC-3A,7,4/15/16 21:00,47.05521
AGOC-3A,7,4/15/16 22:00,5.60436
AGOC-3A,7,12/23/16 4:00,3.96317
AGOC-3A,8,4/15/16 6:00,10.86924
AGOC-3A,8,4/15/16 9:00,37.69717
AGOC-3A,8,4/15/16 9:00,4.37399
AGOC-3A,8,4/15/16 10:00,101.10558
AGOC-3A,8,4/15/16 10:00,10.36989
AGOC-3A,8,4/15/16 13:00,21.41886
AGOC-3A,8,4/15/16 14:00,4.35085
AGOC-3A,9,4/1/16 18:00,16.00594
AGOC-3A,9,4/8/16 14:00,10.88603
AGOC-3A,9,4/8/16 17:00,8.15185
AGOC-3A,9,4/22/16 9:00,47.95602
AGOC-3A,9,4/22/16 9:00,4.94592
AGOC-3A,9,4/22/16 10:00,5.33821
AGOC-3A,9,8/12/16 11:00,12.32269
AGOC-3A,9,12/2/16 12:00,11.39417
Appluimonia,1,4/1/16 0:00,0.0030929
Appluimonia,1,4/1/16 1:00,0.00951907
Appluimonia,1,4/1/16 2:00,0.0983349
Appluimonia,1,4/1/16 5:00,0.0388837
Appluimonia,1,4/1/16 6:00,0.0228912
Appluimonia,1,4/1/16 7:00,0.0100301
