Chemical,Monitor,Date Time ,Reading
AGOC-3A,2,8/1/16 9:00,26.72656
AGOC-3A,3,4/23/16 9:00,4.93719
AGOC-3A,3,8/4/16 9:00,4.15592
AGOC-3A,3,8/13/16 9:00,85.31459
AGOC-3A,3,8/13/16 9:00,9.29498
AGOC-3A,3,12/1/16 9:00,4.44424
AGOC-3A,3,12/12/16 9:00,6.39925
AGOC-3A,4,4/17/16 9:00,21.74568
AGOC-3A,4,8/10/16 9:00,18.28853
AGOC-3A,4,8/21/16 9:00,11.85315
AGOC-3A,4,12/17/16 9:00,4.87518
AGOC-3A,4,12/17/16 9:00,33.7335
AGOC-3A,4,12/18/16 9:00,8.63325
AGOC-3A,4,12/18/16 9:00,65.71898
AGOC-3A,5,8/18/16 9:00,5.32818
AGOC-3A,5,12/14/16 9:00,6.20453
AGOC-3A,6,4/15/16 9:00,15.66241
AGOC-3A,6,8/8/16 9:00,21.12387
AGOC-3A,6,8/22/16 9:00,21.53433
AGOC-3A,7,8/3/16 9:00,3.93772
AGOC-3A,8,4/15/16 9:00,37.69717
AGOC-3A,8,4/15/16 9:00,4.37399
AGOC-3A,9,4/22/16 9:00,47.95602
AGOC-3A,9,4/22/16 9:00,4.94592
AGOC-3A,9,12/8/16 9:00,15.28649
AGOC-3A,9,12/11/16 9:00,21.80804
Appluimonia,1,4/3/16 9:00,0.056906
Appluimonia,1,4/6/16 9:00,0.0118419
Appluimonia,1,4/10/16 9:00,0.0934645
Appluimonia,1,4/17/16 9:00,0.0878325
Appluimonia,1,4/18/16 9:00,0.0469852
Appluimonia,1,4/19/16 9:00,0.0841968
Appluimonia,1,4/20/16 9:00,0.0337726
Appluimonia,1,4/23/16 9:00,0.0600701
Appluimonia,1,4/25/16 9:00,0.075974
Appluimonia,1,8/2/16 9:00,0.0947492
Appluimonia,1,8/20/16 9:00,0.0199263
Appluimonia,1,8/21/16 9:00,0.043992
Appluimonia,1,8/22/16 9:00,0.0209591
Appluimonia,1,8/28/16 9:00,0.065011
Appluimonia,1,8/29/16 9:00,0.0280418
Appluimonia,1,8/30/16 9:00,0.0566291
Appluimonia,1,8/31/16 9:00,0.0155539
Appluimonia,1,12/2/16 9:00,0.0553638
Appluimonia,1,12/8/16 9:00,0.0834905
Appluimonia,1,12/15/16 9:00,0.0584711
Appluimonia,1,12/17/16 9:00,0.0570643
Appluimonia,1,12/27/16 9:00,0.00410348
Appluimonia,1,12/28/16 9:00,0.0344805
Appluimonia,1,12/29/16 9:00,0.0970664
Appluimonia,1,12/30/16 9:00,0.106375
Appluimonia,2,4/3/16 9:00,0.034522
Appluimonia,2,4/7/16 9:00,0.0172437
Appluimonia,2,4/14/16 9:00,0.0305138
Appluimonia,2,4/26/16 9:00,0.0816605
Appluimonia,2,8/11/16 9:00,0.0838606
Appluimonia,2,8/22/16 9:00,0.034616
Appluimonia,2,8/24/16 9:00,0.0666447
Appluimonia,2,8/31/16 9:00,0.0636063
Appluimonia,2,12/2/16 9:00,0.0118031
Appluimonia,2,12/13/16 9:00,0.0172083
Appluimonia,2,12/21/16 9:00,0.0916695
Appluimonia,2,12/23/16 9:00,0.0191297
Appluimonia,2,12/24/16 9:00,0.0441745
Appluimonia,2,12/28/16 9:00,0.0578191
Appluimonia,3,4/1/16 9:00,1.78909
Appluimonia,3,4/5/16 9:00,1.86291
Appluimonia,3,4/7/16 9:00,1.77962
Appluimonia,3,4/8/16 9:00,2.98181
Appluimonia,3,4/10/16 9:00,4.39312
Appluimonia,3,4/14/16 9:00,2.52403
Appluimonia,3,4/17/16 9:00,2.53086
Appluimonia,3,4/19/16 9:00,1.84896
Appluimonia,3,4/20/16 9:00,2.28276
Appluimonia,3,4/21/16 9:00,2.07312
Appluimonia,3,4/22/16 9:00,2.10702
Appluimonia,3,4/23/16 9:00,1.5312
Appluimonia,3,4/24/16 9:00,2.53012
Appluimonia,3,8/4/16 9:00,1.94955
Appluimonia,3,8/7/16 9:00,3.22702
Appluimonia,3,8/11/16 9:00,1.76037
Appluimonia,3,8/12/16 9:00,1.77287
Appluimonia,3,8/15/16 9:00,2.08994
Appluimonia,3,8/22/16 9:00,2.14434
Appluimonia,3,8/26/16 9:00,1.80058
Appluimonia,3,8/27/16 9:00,2.45622
Appluimonia,3,8/28/16 9:00,1.98156
Appluimonia,3,8/30/16 9:00,1.94868
Appluimonia,3,12/4/16 9:00,1.70358
Appluimonia,3,12/8/16 9:00,2.1421
Appluimonia,3,12/10/16 9:00,1.74426
