x,y,reading
62,21,0.162597
63,21,0.46240065863453816
63,22,0.3341614465648855
63,23,0.27996860344827584
63,24,0.29203853448275857
64,20,0.33258766265060236
64,21,0.7622043172690764
64,22,0.6482691017811705
64,23,0.505725893129771
64,24,0.3852702758620689
64,25,0.3973402068965517
64,26,0.40941013793103453
64,27,0.4214800689655172
64,28,0.43354999999999994
65,19,0.20277466666666663
65,20,0.6323913212851406
65,21,1.0620079759036145
65,22,0.9623767569974555
65,23,0.8198335483460559
65,24,0.6772903396946565
65,25,0.5347471310432569
65,26,0.5026418793103449
65,27,0.5147118103448276
65,28,0.5267817413793103
65,29,0.5388516724137931
65,30,0.5509216034482758
65,31,0.5629915344827587
66,19,0.5025783253012047
66,20,0.9321949799196787
66,21,1.3618116345381528
66,22,1.2764844122137406
66,23,1.1339412035623408
66,24,0.9913979949109416
66,25,0.848854786259542
66,26,0.7063115776081424
66,27,0.6079435517241378
66,28,0.6200134827586206
66,29,0.6320834137931034
66,30,0.644153344827586
66,31,0.656223275862069
66,32,0.6682932068965517
66,33,0.6803631379310343
66,34,0.6924330689655173
66,35,0.7045029999999999
67,18,0.37276532931726886
67,19,0.8023819839357429
67,20,1.2319986385542168
67,21,1.6616152931726909
67,22,1.5905920674300256
67,23,1.448048858778626
67,24,1.3055056501272264
67,25,1.1629624414758268
67,26,1.0204192328244273
67,27,0.8778760241730279
67,28,0.7353328155216284
67,29,0.7253151551724136
67,30,0.7373850862068965
67,31,0.7494550172413793
67,32,0.7615249482758619
67,33,0.7735948793103447
67,34,0.7856648103448275
67,35,0.7977347413793102
68,17,0.24295233333333333
68,18,0.6725689879518073
68,19,1.1021856425702812
68,20,1.5318022971887553
68,21,1.9614189518072291
68,22,1.9046997226463107
68,23,1.762156513994911
68,24,1.6196133053435113
68,25,1.477070096692112
68,26,1.3345268880407124
68,27,1.191983679389313
68,28,1.0494404707379135
68,29,0.9068972620865138
68,30,0.8306168275862068
68,31,0.8426867586206898
68,32,0.8547566896551725
68,33,0.8668266206896551
68,34,0.878896551724138
68,35,0.8909664827586207
68,36,0.9030364137931034
69,17,0.5427559919678714
69,18,0.9723726465863455
69,19,1.4019893012048195
69,20,1.8316059558232936
69,21,2.2612226104417674
69,22,2.218807377862596
69,23,2.0762641692111963
69,24,1.9337209605597965
69,25,1.7911777519083971
69,26,1.6486345432569973
69,27,1.5060913346055982
69,28,1.3635481259541986
69,29,1.2210049173027988
69,30,1.0784617086513995
69,31,0.9359184999999997
69,32,0.9479884310344825
69,33,0.9600583620689653
69,34,0.9721282931034481
69,35,0.9841982241379308
69,36,0.9962681551724136
70,16,0.4129429959839355
70,17,0.8425596506024094
70,18,1.2721763052208837
70,19,1.7017929598393573
70,20,2.131409614457832
70,21,2.5610262690763057
70,22,2.532915033078881
70,23,2.390371824427481
70,24,2.247828615776082
70,25,2.105285407124682
70,26,1.9627421984732825
70,27,1.820198989821883
70,28,1.6776557811704835
70,29,1.535112572519084
70,30,1.3925693638676846
70,31,1.2500261552162848
70,32,1.1074829465648854
70,33,1.0532901034482756
70,34,1.0653600344827585
70,35,1.0774299655172412
70,36,1.089499896551724
70,37,1.1015698275862067
71,15,0.28312999999999966
71,16,0.7127466546184735
71,17,1.1423633092369474
71,18,1.5719799638554215
71,19,2.0015966184738954
71,20,2.4312132730923692
71,21,2.8608299277108435
71,22,2.847022688295166
71,23,2.704479479643766
71,24,2.5619362709923665
71,25,2.419393062340967
71,26,2.276849853689568
71,27,2.1343066450381682
71,28,1.9917634363867684
71,29,1.849220227735369
71,30,1.7066770190839697
71,31,1.56413381043257
71,32,1.4215906017811706
71,33,1.2790473931297712
71,34,1.158591775862069
71,35,1.1706617068965517
71,36,1.1827316379310346
71,37,1.1948015689655171
71,38,1.2068715
72,15,0.5829336586345377
72,16,1.0125503132530118
72,17,1.4421669678714857
72,18,1.8717836224899598
72,19,2.3014002771084336
72,20,2.7310169317269075
72,21,3.1606335863453814
72,22,3.1611303435114504
72,23,3.018587134860051
72,24,2.8760439262086517
72,25,2.7335007175572517
72,26,2.590957508905852
72,27,2.448414300254453
72,28,2.305871091603054
72,29,2.163327882951654
72,30,2.020784674300254
72,31,1.8782414656488546
72,32,1.7356982569974553
72,33,1.593155048346056
72,34,1.450611839694656
72,35,1.3080686310432568
72,36,1.2759633793103446
72,37,1.2880333103448274
72,38,1.30010324137931
73,14,0.45312066265060225
73,15,0.8827373172690762
73,16,1.3123539718875503
73,17,1.7419706265060242
73,18,2.171587281124498
73,19,2.601203935742972
73,20,3.0308205903614462
73,21,3.46043724497992
73,22,3.4752379987277355
73,23,3.332694790076336
73,24,3.190151581424937
73,25,3.047608372773537
73,26,2.905065164122137
73,27,2.762521955470738
73,28,2.6199787468193385
73,29,2.477435538167939
73,30,2.3348923295165394
73,31,2.1923491208651398
73,32,2.04980591221374
73,33,1.9072627035623408
73,34,1.764719494910941
73,35,1.6221762862595417
73,36,1.4796330776081419
73,37,1.3812650517241376
73,38,1.3933349827586206
73,39,1.405404913793103
74,13,0.32330766666666666
74,14,0.7529243212851405
74,15,1.1825409759036145
74,16,1.6121576305220886
74,17,2.0417742851405625
74,18,2.471390939759037
74,19,2.9010075943775107
74,20,3.330624248995984
74,21,3.7602409036144584
74,22,3.7893456539440207
74,23,3.6468024452926215
74,24,3.5042592366412215
74,25,3.361716027989822
74,26,3.219172819338422
74,27,3.076629610687023
74,28,2.9340864020356237
74,29,2.791543193384224
74,30,2.6489999847328245
74,31,2.506456776081425
74,32,2.3639135674300253
74,33,2.221370358778626
74,34,2.078827150127226
74,35,1.9362839414758268
74,36,1.793740732824427
74,37,1.6511975241730277
74,38,1.5086543155216283
74,39,1.4986366551724135
75,13,0.6231113253012045
75,14,1.0527279799196785
75,15,1.4823446345381524
75,16,1.9119612891566262
75,17,2.3415779437751003
75,18,2.771194598393574
75,19,3.2008112530120485
75,20,3.6304279076305224
75,21,4.060044562248996
75,22,4.103453309160305
75,23,3.9609101005089062
75,24,3.818366891857506
75,25,3.675823683206107
75,26,3.533280474554707
75,27,3.390737265903308
75,28,3.2481940572519084
75,29,3.105650848600509
75,30,2.963107639949109
75,31,2.82056443129771
75,32,2.67802122264631
75,33,2.535478013994911
75,34,2.3929348053435113
75,35,2.2503915966921118
75,36,2.107848388040712
75,37,1.9653051793893128
75,38,1.8227619707379132
75,39,1.6802187620865139
75,40,1.603938327586207
76,12,0.49329832931726886
76,13,0.9229149839357428
76,14,1.3525316385542168
76,15,1.7821482931726909
76,16,2.2117649477911647
76,17,2.641381602409639
76,18,3.070998257028113
76,19,3.500614911646587
76,20,3.9302315662650606
76,21,4.359848220883535
76,22,4.41756096437659
76,23,4.275017755725192
76,24,4.132474547073792
76,25,3.9899313384223922
76,26,3.847388129770992
76,27,3.704844921119593
76,28,3.562301712468194
76,29,3.4197585038167944
76,30,3.2772152951653943
76,31,3.1346720865139943
76,32,2.9921288778625956
76,33,2.849585669211196
76,34,2.707042460559796
76,35,2.564499251908397
76,36,2.4219560432569973
76,37,2.2794128346055977
76,38,2.1368696259541986
76,39,1.994326417302799
76,40,1.8517832086513988
76,41,1.70924
77,11,0.36348533333333266
77,12,0.7931019879518066
77,13,1.2227186425702805
77,14,1.6523352971887546
77,15,2.0819519518072287
77,16,2.5115686064257026
77,17,2.9411852610441764
77,18,3.3708019156626507
77,19,3.8004185702811246
77,20,4.230035224899598
77,21,4.659651879518073
77,22,4.731668619592876
77,23,4.5891254109414765
77,24,4.4465822022900765
77,25,4.3040389936386765
77,26,4.161495784987277
77,27,4.018952576335878
77,28,3.8764093676844786
77,29,3.733866159033079
77,30,3.5913229503816795
77,31,3.4487797417302795
77,32,3.3062365330788803
77,33,3.1636933244274807
77,34,3.0211501157760816
77,35,2.878606907124682
77,36,2.7360636984732825
77,37,2.593520489821883
77,38,2.4509772811704837
77,39,2.308434072519084
77,40,2.1658908638676837
77,41,1.7686455000000003
78,11,0.6632889919678711
78,12,1.0929056465863451
78,13,1.522522301204819
78,14,1.9521389558232929
78,15,2.381755610441767
78,16,2.811372265060241
78,17,3.2409889196787147
78,18,3.670605574297189
78,19,4.100222228915663
78,20,4.529838883534136
78,21,4.9594555381526115
78,22,5.04577627480916
78,23,4.903233066157762
78,24,4.760689857506361
78,25,4.618146648854962
78,26,4.475603440203562
78,27,4.333060231552164
78,28,4.190517022900764
78,29,4.047973814249364
78,30,3.9054306055979646
78,31,3.7628873969465646
78,32,3.620344188295166
78,33,3.4778009796437663
78,34,3.3352577709923668
78,35,3.192714562340967
78,36,3.0501713536895676
78,37,2.907628145038168
78,38,2.7650849363867684
78,39,2.6225417277353693
78,40,2.319134
78,41,1.8280510000000003
79,10,0.5334759959839355
79,11,0.9630926506024095
79,12,1.3927093052208834
79,13,1.8223259598393575
79,14,2.2519426144578314
79,15,2.6815592690763053
79,16,3.1111759236947796
79,17,3.5407925783132534
79,18,3.970409232931727
79,19,4.400025887550202
79,20,4.829642542168675
79,21,5.25925919678715
79,22,5.359883930025445
79,23,5.217340721374047
79,24,5.074797512722647
79,25,4.932254304071247
79,26,4.789711095419848
79,27,4.6471678867684485
79,28,4.5046246781170485
79,29,4.362081469465649
79,30,4.21953826081425
79,31,4.07699505216285
79,32,3.9344518435114506
79,33,3.791908634860051
79,34,3.649365426208652
79,35,3.506822217557252
79,36,3.364279008905852
79,37,3.2217358002544527
79,38,3.079192591603053
79,39,2.8696225
79,40,2.3785395
79,41,1.8874565
79,42,1.3963735
80,9,0.4036629999999993
80,10,0.8332796546184733
80,11,1.2628963092369472
80,12,1.692512963855421
80,13,2.122129618473895
80,14,2.551746273092369
80,15,2.981362927710843
80,16,3.410979582329317
80,17,3.8405962369477913
80,18,4.270212891566264
80,19,4.699829546184739
80,20,5.129446200803213
80,21,5.559062855421687
80,22,5.673991585241731
80,23,5.531448376590332
80,24,5.388905167938931
80,25,5.246361959287532
80,26,5.103818750636132
80,27,4.961275541984733
80,28,4.818732333333334
80,29,4.676189124681934
80,30,4.533645916030535
80,31,4.391102707379136
80,32,4.248559498727735
80,33,4.106016290076337
80,34,3.963473081424936
80,35,3.820929872773537
80,36,3.678386664122137
80,37,3.5358434554707383
80,38,3.3933002468193387
80,39,2.9290279999999997
80,40,2.437945
80,41,1.946862
80,42,1.4557790000000002
81,9,0.7034666586345377
81,10,1.1330833132530118
81,11,1.5626999678714855
81,12,1.9923166224899596
81,13,2.4219332771084336
81,14,2.8515499317269075
81,15,3.281166586345382
81,16,3.7107832409638557
81,17,4.14039989558233
81,18,4.570016550200803
81,19,4.999633204819277
81,20,5.429249859437752
81,21,5.858866514056225
81,22,5.988099240458015
81,23,5.845556031806617
81,24,5.703012823155216
81,25,5.560469614503817
81,26,5.417926405852418
81,27,5.275383197201018
81,28,5.132839988549619
81,29,4.99029677989822
81,30,4.8477535712468205
81,31,4.70521036259542
81,32,4.5626671539440204
81,33,4.420123945292621
81,34,4.277580736641221
81,35,4.135037527989822
81,36,3.992494319338422
81,37,3.849951110687023
81,38,3.4795165
81,39,2.9884334999999997
81,40,2.4973505
81,41,2.0062675000000003
81,42,1.5151845000000002
82,8,0.5736536626506015
82,9,1.0032703172690753
82,10,1.4328869718875494
82,11,1.8625036265060235
82,12,2.292120281124497
82,13,2.7217369357429715
82,14,3.1513535903614454
82,15,3.5809702449799192
82,16,4.010586899598393
82,17,4.440203554216867
82,18,4.869820208835341
82,19,5.299436863453815
82,20,5.7290535180722895
82,21,6.158670172690763
82,22,6.302206895674301
82,23,6.159663687022901
82,24,6.017120478371501
82,25,5.874577269720102
82,26,5.732034061068702
82,27,5.5894908524173035
82,28,5.4469476437659035
82,29,5.304404435114503
82,30,5.161861226463104
82,31,5.019318017811703
82,32,4.876774809160304
82,33,4.734231600508906
82,34,4.591688391857507
82,35,4.449145183206107
82,36,4.306601974554707
82,37,4.030005
82,38,3.538922
82,39,3.047839
82,40,2.556756
82,41,2.0656730000000003
82,42,1.57459
82,43,1.083507
83,7,0.44384066666666666
83,8,0.8734573212851406
83,9,1.3030739759036147
83,10,1.7326906305220886
83,11,2.1623072851405625
83,12,2.591923939759037
83,13,3.0215405943775107
83,14,3.4511572489959845
83,15,3.8807739036144584
83,16,4.310390558232933
83,17,4.740007212851406
83,18,5.1696238674698805
83,19,5.599240522088355
83,20,6.028857176706828
83,21,6.458473831325302
83,22,6.616314550890586
83,23,6.4737713422391865
83,24,6.331228133587786
83,25,6.1886849249363864
83,26,6.046141716284987
83,27,5.903598507633587
83,28,5.761055298982188
83,29,5.618512090330789
83,30,5.475968881679389
83,31,5.333425673027989
83,32,5.190882464376591
83,33,5.048339255725191
83,34,4.905796047073792
83,35,4.7632528384223916
83,36,4.580493500000001
83,37,4.0894105
83,38,3.5983275000000003
83,39,3.1072444999999997
83,40,2.6161615000000005
83,41,2.1250785000000003
83,42,1.6339955
83,43,1.1429125
84,7,0.7436443253012044
84,8,1.1732609799196783
84,9,1.6028776345381524
84,10,2.0324942891566264
84,11,2.4621109437751003
84,12,2.8917275983935746
84,13,3.3213442530120485
84,14,3.7509609076305224
84,15,4.180577562248996
84,16,4.6101942168674706
84,17,5.039810871485944
84,18,5.469427526104418
84,19,5.899044180722893
84,20,6.328660835341366
84,21,6.75827748995984
84,22,6.930422206106871
84,23,6.787878997455471
84,24,6.645335788804071
84,25,6.502792580152672
84,26,6.360249371501272
84,27,6.217706162849873
84,28,6.075162954198473
84,29,5.932619745547074
84,30,5.790076536895675
84,31,5.647533328244274
84,32,5.504990119592875
