Chemical,Monitor,Date Time ,Reading
AGOC-3A,3,8/1/16 14:00,64.67163
AGOC-3A,3,8/1/16 21:00,38.44904
AGOC-3A,3,8/13/16 9:00,85.31459
AGOC-3A,3,8/13/16 10:00,49.51799
AGOC-3A,3,8/13/16 11:00,51.70445
AGOC-3A,3,8/13/16 13:00,81.69983
AGOC-3A,3,8/13/16 17:00,57.3504
AGOC-3A,3,12/5/16 6:00,80.4121
Appluimonia,3,4/1/16 1:00,3.48407
Appluimonia,3,4/1/16 20:00,2.96486
Appluimonia,3,4/2/16 16:00,3.00526
Appluimonia,3,4/2/16 17:00,3.40071
Appluimonia,3,4/2/16 22:00,3.02095
Appluimonia,3,4/3/16 12:00,3.3394
Appluimonia,3,4/3/16 23:00,3.1433
Appluimonia,3,4/4/16 0:00,3.22166
Appluimonia,3,4/4/16 1:00,3.89905
Appluimonia,3,4/4/16 5:00,3.09481
Appluimonia,3,4/5/16 3:00,4.69096
Appluimonia,3,4/5/16 8:00,3.19862
Appluimonia,3,4/5/16 23:00,4.12673
Appluimonia,3,4/6/16 4:00,3.00955
Appluimonia,3,4/6/16 22:00,2.98295
Appluimonia,3,4/7/16 1:00,6.28941
Appluimonia,3,4/7/16 18:00,4.04576
Appluimonia,3,4/8/16 9:00,2.98181
Appluimonia,3,4/9/16 3:00,5.06041
Appluimonia,3,4/10/16 1:00,4.91394
Appluimonia,3,4/10/16 9:00,4.39312
Appluimonia,3,4/12/16 0:00,3.04091
Appluimonia,3,4/12/16 18:00,4.93719
Appluimonia,3,4/15/16 2:00,4.91724
Appluimonia,3,4/15/16 22:00,4.31202
Appluimonia,3,4/16/16 17:00,3.82356
Appluimonia,3,4/17/16 15:00,3.93615
Appluimonia,3,4/17/16 18:00,5.22417
Appluimonia,3,4/18/16 0:00,3.06336
Appluimonia,3,4/18/16 17:00,3.27511
Appluimonia,3,4/19/16 10:00,2.97764
Appluimonia,3,4/20/16 22:00,4.55871
Appluimonia,3,4/20/16 23:00,6.92741
Appluimonia,3,4/21/16 4:00,3.42026
Appluimonia,3,4/21/16 22:00,3.69082
Appluimonia,3,4/22/16 1:00,3.47832
Appluimonia,3,4/22/16 3:00,3.02769
Appluimonia,3,4/23/16 2:00,3.25076
Appluimonia,3,4/23/16 12:00,3.03649
Appluimonia,3,4/24/16 13:00,3.34325
Appluimonia,3,4/25/16 1:00,3.60951
Appluimonia,3,4/26/16 12:00,5.97947
Appluimonia,3,4/27/16 13:00,3.76254
Appluimonia,3,4/27/16 16:00,4.79794
Appluimonia,3,4/28/16 13:00,4.63746
Appluimonia,3,4/29/16 10:00,4.19299
Appluimonia,3,4/30/16 11:00,2.96935
Appluimonia,3,8/1/16 12:00,5.25331
Appluimonia,3,8/1/16 14:00,4.30398
Appluimonia,3,8/2/16 7:00,3.56229
Appluimonia,3,8/2/16 23:00,7.16925
Appluimonia,3,8/3/16 7:00,5.23373
Appluimonia,3,8/3/16 11:00,6.88687
Appluimonia,3,8/3/16 13:00,2.986
Appluimonia,3,8/3/16 17:00,5.43521
Appluimonia,3,8/4/16 4:00,6.30767
Appluimonia,3,8/4/16 13:00,3.43536
Appluimonia,3,8/5/16 15:00,5.7574
Appluimonia,3,8/6/16 20:00,3.15957
Appluimonia,3,8/7/16 1:00,3.51141
Appluimonia,3,8/7/16 9:00,3.22702
Appluimonia,3,8/7/16 14:00,5.08426
Appluimonia,3,8/7/16 17:00,2.98409
