Chemical,Monitor,Date Time ,Reading
AGOC-3A,5,4/6/16 13:00,56.81271
AGOC-3A,5,8/12/16 6:00,42.76565
AGOC-3A,5,8/12/16 12:00,84.63599
AGOC-3A,5,8/18/16 10:00,32.61976
AGOC-3A,5,12/8/16 16:00,32.44999
AGOC-3A,5,12/14/16 8:00,35.16737
Appluimonia,5,8/1/16 7:00,3.23455
Appluimonia,5,8/13/16 9:00,5.09698
Appluimonia,5,8/13/16 11:00,7.74279
Appluimonia,5,8/13/16 13:00,3.26127
Appluimonia,5,8/13/16 23:00,3.31014
Appluimonia,5,8/17/16 0:00,3.33554
Appluimonia,5,12/5/16 6:00,5.98556
Appluimonia,5,12/7/16 2:00,4.95427
Appluimonia,5,12/12/16 5:00,3.14269
Appluimonia,5,12/12/16 9:00,3.01632
Appluimonia,5,12/29/16 9:00,6.07502
Appluimonia,5,12/29/16 19:00,3.00299
Chlorodinine,5,4/8/16 13:00,5.8159
Chlorodinine,5,4/21/16 10:00,6.07162
Chlorodinine,5,4/21/16 12:00,5.01571
Chlorodinine,5,8/6/16 10:00,6.75136
Chlorodinine,5,8/12/16 4:00,5.76907
Chlorodinine,5,8/12/16 6:00,8.50022
Chlorodinine,5,8/12/16 13:00,4.21276
Chlorodinine,5,8/16/16 5:00,11.74958
Chlorodinine,5,8/26/16 0:00,4.72773
Chlorodinine,5,8/26/16 4:00,5.18049
Chlorodinine,5,12/2/16 13:00,6.13425
Chlorodinine,5,12/7/16 21:00,4.22936
Chlorodinine,5,12/8/16 10:00,4.07125
Chlorodinine,5,12/11/16 13:00,7.83611
Chlorodinine,5,12/11/16 21:00,9.84643
Chlorodinine,5,12/12/16 23:00,4.73819
Chlorodinine,5,12/19/16 23:00,5.17658
Chlorodinine,5,12/20/16 0:00,4.3077
Chlorodinine,5,12/21/16 8:00,5.64411
Chlorodinine,5,12/21/16 10:00,7.66752
Chlorodinine,5,12/21/16 13:00,4.96602
Methylosmolene,5,8/10/16 23:00,53.6496
