x,y,reading
62,21,0.122417
63,20,0.2179215625
63,21,0.2125724375
63,22,0.2072233125
63,23,0.20187418750000002
63,24,0.19652506250000001
64,19,0.31342612499999994
64,20,0.308077
64,21,0.302727875
64,22,0.29737874999999997
64,23,0.292029625
64,24,0.2866805
64,25,0.281331375
64,26,0.27598225000000004
64,27,0.270633125
64,28,0.26528399999999996
65,18,0.40893068749999995
65,19,0.40358156249999994
65,20,0.3982324375
65,21,0.3928833125
65,22,0.38753418749999996
65,23,0.3821850625
65,24,0.3768359375
65,25,0.3714868125
65,26,0.3661376875
65,27,0.3607885625
65,28,0.3554394375
65,29,0.3500903125
65,30,0.34474118750000005
65,31,0.33939206250000004
66,17,0.5044352499999999
66,18,0.49908612499999994
66,19,0.493737
66,20,0.48838787499999997
66,21,0.48303874999999996
66,22,0.477689625
66,23,0.4723405
66,24,0.46699137499999993
66,25,0.46164225000000003
66,26,0.456293125
66,27,0.45094399999999996
66,28,0.44559487499999995
66,29,0.44024575
66,30,0.43489662500000004
66,31,0.4295475000000001
66,32,0.424198375
66,33,0.41884925
66,34,0.413500125
66,35,0.408151
67,16,0.5999398125
67,17,0.5945906875
67,18,0.5892415624999999
67,19,0.5838924375
67,20,0.5785433125
67,21,0.5731941875
67,22,0.5678450625
67,23,0.5624959375
67,24,0.5571468125
67,25,0.5517976874999999
67,26,0.5464485625
67,27,0.5410994374999999
67,28,0.5357503125
67,29,0.5304011875
67,30,0.5250520625
67,31,0.5197029375000001
67,32,0.5306356341463413
67,33,0.5578501524390242
67,34,0.5850646707317072
67,35,0.6122791890243902
68,14,0.7007935
68,15,0.695444375
68,16,0.6900952499999999
68,17,0.6847461249999999
68,18,0.6793969999999999
68,19,0.674047875
68,20,0.6686987499999999
68,21,0.663349625
68,22,0.6580005
68,23,0.6526513749999999
68,24,0.64730225
68,25,0.641953125
68,26,0.6366040000000001
68,27,0.6312548749999999
68,28,0.62590575
68,29,0.653120268292683
68,30,0.680334786585366
68,31,0.7075493048780488
68,32,0.7347638231707315
68,33,0.7619783414634146
68,34,0.7891928597560975
68,35,0.8164073780487805
68,36,0.8436218963414635
69,13,0.7962980624999999
