Chemical,Monitor,Date Time ,Reading
Methylosmolene,1,4/1/16 13:00,0.223932
Methylosmolene,1,4/2/16 13:00,0.285525
Methylosmolene,1,4/3/16 13:00,0.295086
Methylosmolene,1,4/4/16 13:00,0.341498
Methylosmolene,1,4/5/16 13:00,0.318127
Methylosmolene,1,4/6/16 13:00,0.0689996
Methylosmolene,1,4/7/16 13:00,0.249183
Methylosmolene,1,4/8/16 13:00,0.667044
Methylosmolene,1,4/9/16 13:00,0.152424
Methylosmolene,1,4/10/16 13:00,0.404017
Methylosmolene,1,4/11/16 13:00,0.119489
Methylosmolene,1,4/12/16 13:00,0.556674
Methylosmolene,1,4/13/16 13:00,0.367463
Methylosmolene,1,4/14/16 13:00,0.605156
Methylosmolene,1,4/15/16 13:00,0.282522
Methylosmolene,1,4/16/16 13:00,0.169298
Methylosmolene,1,4/17/16 13:00,0.10428
Methylosmolene,1,4/18/16 13:00,0.343134
Methylosmolene,1,4/19/16 13:00,0.280146
Methylosmolene,1,4/20/16 13:00,0.100089
Methylosmolene,1,4/21/16 13:00,0.099111
Methylosmolene,1,4/22/16 13:00,0.0999679
Methylosmolene,1,4/23/16 13:00,0.169768
Methylosmolene,1,4/24/16 13:00,0.457382
Methylosmolene,1,4/25/16 13:00,0.00268967
Methylosmolene,1,4/26/16 13:00,0.319368
Methylosmolene,1,4/27/16 13:00,0.0328761
Methylosmolene,1,4/28/16 13:00,0.478991
Methylosmolene,1,4/29/16 13:00,0.310186
Methylosmolene,1,4/30/16 13:00,0.0340857
Methylosmolene,1,8/1/16 13:00,0.376836
Methylosmolene,1,8/2/16 13:00,0.528166
Methylosmolene,1,8/3/16 13:00,0.646336
Methylosmolene,1,8/4/16 13:00,0.384147
Methylosmolene,1,8/5/16 13:00,0.310809
Methylosmolene,1,8/6/16 13:00,0.11851
Methylosmolene,1,8/7/16 13:00,0.176884
Methylosmolene,1,8/8/16 13:00,0.284442
Methylosmolene,1,8/9/16 13:00,0.377312
Methylosmolene,1,8/10/16 13:00,0.120751
Methylosmolene,1,8/11/16 13:00,0.0879287
Methylosmolene,1,8/12/16 13:00,0.0672905
Methylosmolene,1,8/13/16 13:00,0.406739
Methylosmolene,1,8/14/16 13:00,0.266367
Methylosmolene,1,8/15/16 13:00,0.0605776
Methylosmolene,1,8/16/16 13:00,0.177331
Methylosmolene,1,8/17/16 13:00,0.418754
