Chemical,Monitor,Date Time ,Reading
Appluimonia,1,4/1/16 23:00,0.0833816
Appluimonia,1,4/2/16 23:00,0.145914
Appluimonia,1,4/3/16 23:00,0.342975
Appluimonia,1,4/4/16 23:00,0.34038
Appluimonia,1,4/5/16 23:00,0.191299
Appluimonia,1,4/6/16 23:00,0.118825
Appluimonia,1,4/7/16 23:00,0.0278857
Appluimonia,1,4/8/16 23:00,0.0101921
Appluimonia,1,4/9/16 23:00,0.168125
Appluimonia,1,4/10/16 23:00,0.126067
Appluimonia,1,4/11/16 23:00,0.121939
Appluimonia,1,4/12/16 23:00,0.386828
Appluimonia,1,4/13/16 23:00,0.00518805
Appluimonia,1,4/14/16 23:00,0.393366
Appluimonia,1,4/15/16 23:00,0.0876277
Appluimonia,1,4/16/16 23:00,0.478627
Appluimonia,1,4/17/16 23:00,0.00956727
Appluimonia,1,4/18/16 23:00,0.160509
Appluimonia,1,4/19/16 23:00,0.143978
Appluimonia,1,4/20/16 23:00,0.021142
Appluimonia,1,4/21/16 23:00,0.35694
Appluimonia,1,4/22/16 23:00,0.225937
Appluimonia,1,4/23/16 23:00,0.634909
Appluimonia,1,4/24/16 23:00,0.129105
Appluimonia,1,4/25/16 23:00,0.328019
Appluimonia,1,4/26/16 23:00,0.543643
Appluimonia,1,4/27/16 23:00,0.269999
Appluimonia,1,4/28/16 23:00,0.0170883
Appluimonia,1,4/29/16 23:00,0.3482
Appluimonia,1,4/30/16 23:00,0.135038
Appluimonia,1,8/1/16 23:00,0.323877
Appluimonia,1,8/2/16 23:00,0.00645211
Appluimonia,1,8/3/16 23:00,0.639071
Appluimonia,1,8/4/16 23:00,0.444153
Appluimonia,1,8/5/16 23:00,0.156193
Appluimonia,1,8/6/16 23:00,0.451606
Appluimonia,1,8/7/16 23:00,0.00378593
Appluimonia,1,8/8/16 23:00,0.349047
Appluimonia,1,8/9/16 23:00,0.105273
Appluimonia,1,8/10/16 23:00,0.299287
Appluimonia,1,8/11/16 23:00,0.0977604
Appluimonia,1,8/12/16 23:00,0.471728
Appluimonia,1,8/13/16 23:00,0.564604
Appluimonia,1,8/14/16 23:00,0.0653757
Appluimonia,1,8/15/16 23:00,0.0935622
Appluimonia,1,8/16/16 23:00,0.242367
Appluimonia,1,8/17/16 23:00,0.518993
Appluimonia,1,8/18/16 23:00,0.247639
Appluimonia,1,8/19/16 23:00,0.275426
Appluimonia,1,8/20/16 23:00,0.229335
Appluimonia,1,8/21/16 23:00,0.327831
Appluimonia,1,8/22/16 23:00,0.18047
Appluimonia,1,8/23/16 23:00,0.0835449
Appluimonia,1,8/24/16 23:00,0.17168
Appluimonia,1,8/25/16 23:00,0.392586
Appluimonia,1,8/26/16 23:00,0.0806601
Appluimonia,1,8/27/16 23:00,0.1775
Appluimonia,1,8/28/16 23:00,0.478023
Appluimonia,1,8/29/16 23:00,0.310542
Appluimonia,1,8/30/16 23:00,0.125362
Appluimonia,1,8/31/16 23:00,0.280527
Appluimonia,1,12/1/16 23:00,0.305532
Appluimonia,1,12/2/16 23:00,0.257506
Appluimonia,1,12/3/16 23:00,0.105636
Appluimonia,1,12/4/16 23:00,0.39891
Appluimonia,1,12/5/16 23:00,0.326352
Appluimonia,1,12/6/16 23:00,0.109667
Appluimonia,1,12/7/16 23:00,0.0821425
Appluimonia,1,12/8/16 23:00,0.327475
Appluimonia,1,12/9/16 23:00,0.228886
Appluimonia,1,12/10/16 23:00,0.338585
Appluimonia,1,12/11/16 23:00,0.39322
Appluimonia,1,12/12/16 23:00,0.235241
Appluimonia,1,12/13/16 23:00,0.179532
Appluimonia,1,12/14/16 23:00,0.226863
Appluimonia,1,12/15/16 23:00,0.346594
Appluimonia,1,12/16/16 23:00,0.240037
Appluimonia,1,12/17/16 23:00,0.0122939
Appluimonia,1,12/18/16 23:00,0.207934
Appluimonia,1,12/19/16 23:00,0.424579
Appluimonia,1,12/20/16 23:00,0.335297
Appluimonia,1,12/21/16 23:00,0.599374
Appluimonia,1,12/22/16 23:00,0.0141915
Appluimonia,1,12/23/16 23:00,0.0345414
Appluimonia,1,12/24/16 23:00,0.0978995
Appluimonia,1,12/25/16 23:00,0.160899
Appluimonia,1,12/26/16 23:00,0.458542
Appluimonia,1,12/27/16 23:00,0.203129
Appluimonia,1,12/28/16 23:00,0.208226
Appluimonia,1,12/29/16 23:00,0.19733
Appluimonia,1,12/30/16 23:00,0.0861631
Appluimonia,1,12/31/16 23:00,0.2588
Appluimonia,2,4/1/16 23:00,0.143694
Appluimonia,2,4/2/16 23:00,0.266724
Appluimonia,2,4/3/16 23:00,0.409307
Appluimonia,2,4/4/16 23:00,0.100604
Appluimonia,2,4/5/16 23:00,0.0275298
Appluimonia,2,4/6/16 23:00,0.359687
Appluimonia,2,4/7/16 23:00,0.284525
Appluimonia,2,4/8/16 23:00,0.0344345
Appluimonia,2,4/9/16 23:00,0.0439107
Appluimonia,2,4/10/16 23:00,0.652972
Appluimonia,2,4/11/16 23:00,0.166242
Appluimonia,2,4/12/16 23:00,0.0854337
Appluimonia,2,4/13/16 23:00,0.0856888
Appluimonia,2,4/14/16 23:00,0.625463
